"","aic","r2","adjr2"
"2562",2466.884,0.3296605,0.04191019
"2563",2461.111,0.5389198,0.1479277
"2564",2474.111,0.3675848,0.04161787
"2565",2455.004,0.572987,0.1796858
"2566",2475.053,0.4919436,0.1120671
"2567",2457.187,0.395338,0.07578562
"2568",2467.888,0.4833412,0.1022391
"2569",2474.182,0.4417591,0.07971457
"2570",2464.457,0.4565326,0.09848068
"2571",2484.085,0.4572353,0.07347507
"2572",2418.079,0.6110995,0.2412575
"2573",2457.823,0.4539492,0.09580181
"2574",2488.962,0.4479655,0.07497247
"2575",2462.083,0.4458128,0.09464952
"2576",2469.159,0.3911837,0.05782201
"2577",2450.59,0.6049607,0.2156704
"2578",2485.58,0.4945346,0.09662497
"2579",2475.289,0.4698926,0.09461269
"2580",2470.301,0.53701,0.1418697
"2581",2484.471,0.3165297,0.01807919
"2582",2472.492,0.3711299,0.05546045
"2583",2490.514,0.3622868,0.02605176
"2584",2467.622,0.5083109,0.1204754
"2585",2489.737,0.3814291,0.03825526
"2586",2470.684,0.5064947,0.121918
"2587",2499.685,0.3324442,0.006688729
"2588",2439.292,0.5956592,0.2153832
"2589",2441.003,0.6556937,0.266328
"2590",2461.54,0.4233215,0.08338803
"2591",2470.048,0.5006954,0.1113624
"2592",2450.846,0.4404704,0.0999302
"2593",2465.555,0.4390902,0.08068909
"2594",2439.472,0.6199196,0.2350397
"2595",2439.512,0.4911329,0.1392399
"2596",2469.648,0.5116687,0.1245372
"2597",2474.89,0.4206119,0.06630211
"2598",2465.836,0.5776589,0.1685608
"2599",2467.146,0.3697002,0.06146463
"2600",2435.323,0.4843542,0.1351572
"2601",2458.919,0.5295263,0.1465879
"2602",2447.866,0.6167479,0.2200372
"2603",2471.218,0.4845424,0.1072449
"2604",2474.519,0.4928832,0.1058519
"2605",2451.842,0.5504112,0.1629597
"2606",2474.231,0.5435077,0.1394893
"2607",2455.646,0.4580603,0.103629
"2608",2441.605,0.5600431,0.1792378
"2609",2466.387,0.4966235,0.1138697
"2610",2434.38,0.5336565,0.1723166
"2611",2473.949,0.4574916,0.08862928
"2612",2459.413,0.4509259,0.09627233
"2613",2451.052,0.4884043,0.1223318
"2614",2479.946,0.4938914,0.1070269
"2615",2447.522,0.5662356,0.187578
"2616",2438.439,0.6290887,0.2427118
"2617",2523.895,0.3853725,-0.001545334
"2618",2468.233,0.5621339,0.1574696
"2619",2472.598,0.4007481,0.06261451
"2620",2465.852,0.5113232,0.1277225
"2621",2454.85,0.5425244,0.1631137
"2622",2453.569,0.5151817,0.1394829
"2623",2484.849,0.3659633,0.03283138
"2624",2455.519,0.3988286,0.07529289
"2625",2443.789,0.5864347,0.2021225
"2626",2453.49,0.5153151,0.1431413
"2627",2465.526,0.5016008,0.1197138
"2628",2442.557,0.5101262,0.1438937
"2629",2473.243,0.4951253,0.1047842
"2630",2474.208,0.3673722,0.04879003
"2631",2477.497,0.3188371,0.02339237
"2632",2461.384,0.3991118,0.06840271
"2633",2433.085,0.5959506,0.2158055
"2634",2474.367,0.5432921,0.1428505
"2635",2452.218,0.4827489,0.1230452
"2636",2479.51,0.3328511,0.02594155
"2637",2447.426,0.5479312,0.1701058
"2638",2441.034,0.6070883,0.2188605
"2639",2469.25,0.5900642,0.1830849
"2640",2473.607,0.4766263,0.09836808
"2641",2453.144,0.4627496,0.1085271
"2642",2437.821,0.6168074,0.226911
"2643",2485.531,0.4273308,0.06908543
"2644",2435.745,0.6142384,0.2263284
"2645",2468.998,0.3830137,0.05445081
"2646",2487.623,0.3508734,0.02831347
"2647",2451.885,0.5044317,0.1406728
"2648",2442.172,0.6027837,0.2157979
"2649",2444.933,0.6044897,0.218335
"2650",2449.998,0.5310291,0.1519822
"2651",2479.495,0.5383047,0.1289083
"2652",2482.381,0.4604366,0.08066886
"2653",2483.253,0.2394302,0.001670855
"2654",2460.031,0.414258,0.07849609
"2655",2476.196,0.433923,0.06441361
"2656",2483.835,0.4688855,0.08236885
"2657",2457.225,0.4436111,0.09243687
"2658",2441.864,0.5746741,0.1923607
"2659",2480.541,0.4638729,0.08063718
"2660",2450.011,0.514437,0.149005
"2661",2475.258,0.5386833,0.1367863
"2662",2489.021,0.4203485,0.05104756
"2663",2415.602,0.66209,0.2991749
"2664",2451.721,0.4690973,0.1152372
"2665",2449.586,0.5809458,0.1909019
"2666",2473.566,0.4582124,0.08939
"2667",2486.893,0.4042853,0.04725861
"2668",2469.341,0.4949546,0.1155481
"2669",2479.369,0.4697448,0.09077021
"2670",2471.287,0.4511659,0.08931891
"2671",2465.203,0.6255128,0.2130335
"2672",2436.933,0.5487049,0.1779062
"2673",2462.53,0.5366414,0.1520806
"2674",2476.086,0.3587966,0.03825745
"2675",2468.532,0.5202667,0.1278518
"2676",2481.122,0.403813,0.06171729
"2677",2461.581,0.56008,0.1618252
"2678",2440.521,0.5236049,0.1566175
"2679",2487.008,0.4667184,0.07619786
"2680",2458.682,0.3963969,0.07316648
"2681",2427.027,0.593217,0.2249881
"2682",2463.207,0.4951894,0.1194147
"2683",2465.669,0.5217032,0.1296417
"2684",2450.477,0.5334988,0.1550873
"2685",2461.195,0.5056182,0.1280468
"2686",2458.523,0.4639065,0.1026497
"2687",2439.593,0.4693334,0.1326302
"2688",2470.362,0.5464606,0.1470496
"2689",2462.693,0.4782845,0.1074717
"2690",2468.571,0.433185,0.07482274
"2691",2496.088,0.2529505,-0.009912022
"2692",2470.646,0.4330386,0.07833577
"2693",2423.131,0.5577058,0.2026906
"2694",2497.458,0.4353714,0.05061364
"2695",2466.916,0.4814948,0.1074384
"2696",2496.953,0.356863,0.01007825
"2697",2467.301,0.447314,0.08536163
"2698",2455.818,0.5863933,0.1917897
"2699",2476.434,0.4823619,0.0974474
"2700",2483.909,0.4063184,0.05289389
"2701",2461.914,0.4063083,0.06762574
"2702",2494.766,0.545823,0.1162448
"2703",2459.523,0.5084792,0.1314455
"2704",2463.033,0.3476868,0.04429665
"2705",2481.392,0.3821689,0.0426454
"2706",2473.982,0.3634643,0.03827992
"2707",2506.534,0.3163802,0.002809529
"2708",2472.662,0.5331986,0.1369509
"2709",2495.084,0.3338369,0.01917424
"2710",2456.09,0.6028972,0.2022716
"2711",2440.318,0.579879,0.1996072
"2712",2466.197,0.5435613,0.1504063
"2713",2471.946,0.531113,0.1378965
"2714",2486.085,0.2884035,0.01450068
"2715",2442.45,0.6159699,0.2256228
"2716",2494.1,0.4341114,0.05319482
"2717",2468.348,0.5464819,0.147078
"2718",2448.025,0.5918037,0.2030618
"2719",2484.508,0.2466461,0.009042084
"2720",2470.733,0.4087367,0.0625406
"2721",2463.029,0.5516792,0.1575883
"2722",2479.706,0.4727973,0.0867016
"2723",2444.237,0.5741241,0.1915988
"2724",2438.518,0.4857941,0.1333234
"2725",2455.029,0.3914577,0.07596817
"2726",2441.457,0.4508431,0.1171254
"2727",2469.832,0.3939827,0.06389508
"2728",2441.43,0.6119745,0.2262292
"2729",2489.384,0.4509818,0.07061539
"2730",2407.107,0.6308001,0.2739488
"2731",2467.079,0.5484761,0.153321
"2732",2460.324,0.4336718,0.08975172
"2733",2442.431,0.4677866,0.1207944
"2734",2471.978,0.5594721,0.1464657
"2735",2461.178,0.4398236,0.08865617
"2736",2446.213,0.5498314,0.1691464
"2737",2492.36,0.4296547,0.05637546
"2738",2418.292,0.6589197,0.2877556
"2739",2465.193,0.455143,0.09703784
"2740",2468.6,0.5100527,0.1189383
"2741",2450.446,0.3444782,0.05969114
"2742",2444.749,0.5879245,0.2042502
"2743",2470.884,0.4557276,0.0940492
"2744",2475.192,0.2604234,0.01278393
"2745",2468.97,0.383074,0.054502
"2746",2472.799,0.5329762,0.1293486
"2747",2457.833,0.4501244,0.09901428
"2748",2469.403,0.447119,0.08150292
"2749",2450.557,0.5365978,0.1484915
"2750",2461.505,0.5119119,0.1320059
"2751",2491.568,0.3043264,0.01356201
"2752",2459.501,0.6009474,0.1958182
"2753",2470.559,0.3753383,0.05529586
"2754",2500.148,0.41402,0.03331469
"2755",2476.808,0.4923751,0.1052607
"2756",2461.197,0.5637062,0.1668019
"2757",2477.983,0.5655411,0.1585911
"2758",2472.791,0.4817185,0.1040615
"2759",2415.452,0.6782911,0.308226
"2760",2454.189,0.6082397,0.2138141
"2761",2456.608,0.5267596,0.1466482
"2762",2426.77,0.6413352,0.2654183
"2763",2493.494,0.5752205,0.1388438
"2764",2457.467,0.5383498,0.1542675
"2765",2480.926,0.4285327,0.06281902
"2766",2467.671,0.3278268,0.03700753
"2767",2447.579,0.6063444,0.2177438
"2768",2435.276,0.4950687,0.1402448
"2769",2450.069,0.580242,0.1899038
"2770",2451.945,0.524557,0.1474219
"2771",2482.569,0.4090747,0.05544342
"2772",2462.754,0.5582848,0.1664671
"2773",2451.927,0.6271671,0.2261697
"2774",2450.445,0.5854911,0.1939468
"2775",2481.384,0.2230679,0.004674871
"2776",2483.342,0.5480634,0.1307671
"2777",2472.742,0.5063948,0.1145105
"2778",2475.019,0.5194547,0.1231889
"2779",2481.158,0.4078637,0.05432113
"2780",2473.725,0.5314731,0.1347356
"2781",2490.407,0.4715129,0.07771528
"2782",2475.304,0.4661697,0.09423053
"2783",2444.863,0.529618,0.1605778
"2784",2452.862,0.5642136,0.181434
"2785",2468.153,0.5404511,0.1427387
"2786",2498.003,0.1359169,-0.01330265
"2787",2473.649,0.5048373,0.1199383
"2788",2477.749,0.3639775,0.04239097
"2789",2459.142,0.3827054,0.06501906
"2790",2472.516,0.4132711,0.07038118
"2791",2467.026,0.505907,0.1248169
"2792",2456.636,0.5133824,0.1373149
"2793",2468.493,0.4009683,0.06644414
"2794",2477.109,0.5452816,0.1418481
"2795",2458.569,0.5616234,0.1674821
"2796",2456.727,0.5490277,0.1611331
"2797",2474.877,0.5163458,0.1193218
"2798",2463.267,0.5666196,0.1743372
"2799",2454.513,0.5067871,0.132972
"2800",2451.763,0.5658723,0.1802551
"2801",2443.046,0.6097923,0.219567
"2802",2460.695,0.5521983,0.1582823
"2803",2469.47,0.5085702,0.1279947
"2804",2454.556,0.5268447,0.1396733
"2805",2462.368,0.4375042,0.0827456
"2806",2458.741,0.5029573,0.1284603
"2807",2477.833,0.3132902,0.02328022
"2808",2456.609,0.567609,0.175702
"2809",2446.58,0.5736159,0.1874814
"2810",2412.655,0.5793878,0.2218085
"2811",2462.585,0.4331581,0.08568096
"2812",2490.179,0.4417637,0.06101431
"2813",2466.704,0.3618663,0.04802237
"2814",2455.934,0.4304973,0.08667627
"2815",2454.21,0.5339304,0.1521424
"2816",2464.962,0.492104,0.1194402
"2817",2450.519,0.5398661,0.1631592
"2818",2469.229,0.4625911,0.09766115
"2819",2473.615,0.4909504,0.1072798
"2820",2466.502,0.6078136,0.1956824
"2821",2461.215,0.5636793,0.1702956
"2822",2454.111,0.5743094,0.1850066
"2823",2497.661,0.4728798,0.0792463
"2824",2461.334,0.5449272,0.148622
"2825",2469.342,0.498447,0.1123662
"2826",2453.223,0.4588566,0.1079829
"2827",2472.067,0.4101039,0.06380059
"2828",2484.582,0.3487083,0.03037872
"2829",2462.223,0.456975,0.09894085
"2830",2462.168,0.5241887,0.1399177
"2831",2474.411,0.5103731,0.1119581
"2832",2481.354,0.337826,0.0295965
"2833",2456.228,0.4569647,0.109531
"2834",2449.986,0.5744938,0.1817974
"2835",2461.245,0.451247,0.09660093
"2836",2426.63,0.5332514,0.1751424
"2837",2464.829,0.4166984,0.07717505
"2838",2456.819,0.5791486,0.1848871
"2839",2489.961,0.3081966,0.01239822
"2840",2480.937,0.25593,0.01396523
"2841",2465.289,0.5449975,0.1451077
"2842",2415.487,0.5478356,0.1965422
"2843",2445.083,0.6151237,0.2276808
"2844",2490.565,0.3163053,0.01417584
"2845",2439.24,0.56666,0.1881531
"2846",2452.497,0.5399018,0.159747
"2847",2487.394,0.2950218,0.01124479
"2848",2416.759,0.593595,0.2287382
"2849",2472.607,0.4820504,0.1007793
"2850",2466.731,0.5427136,0.1420866
"2851",2466.77,0.5330239,0.1439202
"2852",2464.699,0.4890314,0.1195022
"2853",2483.463,0.4314271,0.06192417
"2854",2461.575,0.4232511,0.08687446
"2855",2441.444,0.6225873,0.232513
"2856",2467.781,0.5567062,0.1607947
"2857",2455.267,0.505494,0.1349613
"2858",2500.224,0.565178,0.1280147
"2859",2440.348,0.558907,0.1845132
"2860",2473.967,0.5278107,0.1373069
"2861",2406.755,0.636338,0.2763295
"2862",2473.293,0.5189976,0.1334954
"2863",2469.352,0.4115657,0.06880417
"2864",2431.158,0.6255711,0.2470445
"2865",2476.24,0.3123171,0.02262091
"2866",2465.848,0.4798139,0.1127451
"2867",2432.056,0.5773362,0.2027583
"2868",2454.238,0.5857894,0.1909177
"2869",2460.458,0.4677365,0.1067296
"2870",2469.027,0.4812947,0.1072145
"2871",2461.143,0.5291599,0.1425847
"2872",2458.267,0.4137777,0.08161324
"2873",2434.591,0.6314612,0.2464599
"2874",2498.052,0.2982999,0.002053697
"2875",2456.725,0.4484195,0.09728339
"2876",2459.577,0.611777,0.2088802
"2877",2482.763,0.4708597,0.08828747
"2878",2479.849,0.6220558,0.2002529
"2879",2430.645,0.602131,0.2313244
"2880",2489.95,0.216113,-0.002182093
"2881",2478.723,0.5132344,0.1191606
"2882",2496.028,0.39357,0.03368736
"2883",2493.692,0.4943389,0.08880021
"2884",2481.964,0.210613,0.006270634
"2885",2472.936,0.4164822,0.06607193
"2886",2492.183,0.4057521,0.04861182
"2887",2455.726,0.547461,0.1590703
"2888",2479.819,0.3459041,0.0319519
"2889",2441.252,0.4880494,0.1323856
"2890",2465.684,0.5149886,0.1357222
"2891",2494.978,0.3999574,0.03948292
"2892",2485.089,0.4242238,0.05860081
"2893",2474.908,0.4594473,0.08702968
"2894",2485.759,0.4308434,0.06509866
"2895",2452.832,0.6311533,0.2325677
"2896",2456.847,0.4443392,0.0931674
"2897",2442.102,0.6110682,0.2215024
"2898",2452.525,0.526895,0.1432911
"2899",2486.261,0.4493072,0.06885641
"2900",2470.817,0.4558534,0.08322285
"2901",2468.519,0.5882537,0.1804113
"2902",2440.817,0.4888213,0.1332443
"2903",2481.914,0.4225715,0.06447871
"2904",2447.731,0.4653785,0.1147939
"2905",2434.56,0.6315011,0.246523
"2906",2497.726,0.3814523,0.03067265
"2907",2488.117,0.4533922,0.07691096
"2908",2457.475,0.4804872,0.1134904
"2909",2488.871,0.3250202,0.01276212
"2910",2445.054,0.4884006,0.1293211
"2911",2466.939,0.5026143,0.120911
"2912",2457.165,0.6069095,0.2013804
"2913",2448.304,0.5173065,0.1489997
"2914",2484.557,0.5616413,0.1494872
"2915",2425.245,0.6382398,0.260476
"2916",2482.124,0.3631487,0.04172575
"2917",2500.098,0.5623391,0.1278073
"2918",2457.974,0.5715477,0.1741597
"2919",2468.076,0.4496616,0.08776937
"2920",2460.203,0.5403708,0.1498082
"2921",2461.901,0.5146221,0.1352784
"2922",2491.406,0.5603467,0.1326638
"2923",2444.653,0.6048735,0.2155398
"2924",2463.428,0.560313,0.1656942
"2925",2477.384,0.4585534,0.08607995
"2926",2465.45,0.4695956,0.105157
"2927",2486.929,0.3788619,0.04356001
"2928",2463.459,0.5663316,0.159698
"2929",2488.289,0.2151905,-0.002600381
"2930",2483.652,0.4908842,0.09982485
"2931",2442.528,0.5235938,0.1531756
"2932",2468.367,0.3757533,0.05563861
"2933",2475.616,0.4655923,0.09360798
"2934",2439.927,0.5833535,0.2078095
"2935",2503.388,0.4315748,0.04285125
"2936",2445.571,0.5539424,0.1676426
"2937",2450.741,0.5426973,0.1598645
"2938",2459.471,0.5016946,0.1162023
"2939",2460.209,0.5711977,0.1701226
"2940",2413.612,0.6377775,0.27549
"2941",2474.884,0.5129635,0.1188281
"2942",2476.793,0.4817156,0.1040582
"2943",2462.528,0.5524575,0.1621641
"2944",2472.613,0.4251748,0.07433873
"2945",2462.991,0.5391111,0.1481753
"2946",2427.352,0.5841832,0.2089728
"2947",2475.64,0.4692466,0.0975613
"2948",2447.267,0.4035123,0.08642571
"2949",2445.186,0.5606828,0.1800951
"2950",2465.122,0.4918208,0.1155356
"2951",2440.789,0.5878683,0.2041699
"2952",2478.361,0.3670358,0.0374546
"2953",2482.351,0.5271819,0.1255834
"2954",2482.543,0.5101491,0.1079511
"2955",2487.669,0.5348059,0.1243033
"2956",2454.582,0.4049297,0.08419404
"2957",2451.797,0.5080116,0.1344218
"2958",2468.477,0.5939929,0.1781483
"2959",2475.606,0.4151223,0.06479417
"2960",2496.439,0.4412601,0.06049559
"2961",2462.603,0.4856419,0.1084894
"2962",2459.243,0.5089567,0.1320147
"2963",2407.39,0.6914873,0.3313858
"2964",2450.541,0.605027,0.2089502
"2965",2456.41,0.5400395,0.1564376
"2966",2458.38,0.5304058,0.1476934
"2967",2468.883,0.4992466,0.1096444
"2968",2493.42,0.3647054,0.03180498
"2969",2465.849,0.556601,0.1606523
"2970",2450.606,0.5909805,0.1984422
"2971",2463.031,0.4666755,0.1055959
"2972",2459.756,0.4386993,0.08754006
"2973",2418.837,0.6073574,0.2421315
"2974",2430.638,0.6183781,0.2425058
"2975",2475.023,0.6016082,0.1861094
"2976",2481.673,0.4068052,0.05706998
"2977",2468.498,0.5493867,0.150949
"2978",2469.327,0.5665304,0.1599765
"2979",2463.523,0.4839961,0.1173911
"2980",2467.688,0.4542047,0.08883463
"2981",2459.392,0.4471406,0.09598919
"2982",2483.238,0.5355011,0.1289384
"2983",2450.206,0.5073116,0.1371003
"2984",2456.397,0.5035507,0.1326828
"2985",2470.217,0.4863297,0.1056337
"2986",2450.361,0.4491167,0.1015277
"2987",2445.212,0.4951803,0.1369458
"2988",2481.542,0.4839621,0.09555948
"2989",2411.553,0.5050033,0.1712912
"2990",2451.81,0.5688068,0.1842702
"2991",2448.41,0.5463838,0.171521
"2992",2442.281,0.5370431,0.1698178
"2993",2480.628,0.4171041,0.05925029
"2994",2431.308,0.5665576,0.2013255
"2995",2453.634,0.5538448,0.1709815
"2996",2471.999,0.5211536,0.1325706
"2997",2466.454,0.5399696,0.1492878
"2998",2466.604,0.3965604,0.06974484
"2999",2464.192,0.5403888,0.1498316
"3000",2463.974,0.4143746,0.0786035
"3001",2463.969,0.490325,0.1138217
"3002",2480.892,0.3569984,0.03311788
"3003",2442.055,0.5006834,0.1432123
"3004",2469.618,0.450536,0.08502408
"3005",2484.924,0.4364183,0.06315437
"3006",2482.807,0.4993776,0.1023812
"3007",2471.54,0.4430013,0.08461825
"3008",2472.967,0.3478364,0.04077634
"3009",2475.157,0.4627249,0.08684536
"3010",2448.723,0.5166039,0.1515905
"3011",2491.501,0.3819345,0.04244464
"3012",2487.029,0.443988,0.06710513
"3013",2468.54,0.5067416,0.1222135
"3014",2485.827,0.4870258,0.09159637
"3015",2421.716,0.657229,0.2818045
"3016",2436.016,0.5211256,0.1604062
"3017",2432.809,0.6583062,0.2740016
"3018",2474.287,0.5105837,0.1195837
"3019",2450.517,0.4253668,0.0888717
"3020",2448.421,0.5069451,0.1436028
"3021",2487.694,0.4067616,0.04954601
"3022",2459.045,0.5422148,0.1522055
"3023",2447.156,0.5901974,0.2075067
"3024",2476.213,0.2208284,0.007256752
"3025",2445.669,0.4654931,0.1183854
"3026",2454.396,0.5738883,0.1739177
"3027",2444.83,0.5393687,0.1659576
"3028",2492.373,0.4256528,0.0485779
"3029",2473.392,0.5320136,0.1390462
"3030",2464.019,0.4381854,0.08703094
"3031",2467.1,0.5421276,0.1449366
"3032",2469.153,0.4475993,0.08565364
"3033",2469.812,0.4689284,0.08987618
"3034",2442.044,0.6244164,0.2386962
"3035",2480.341,0.3929097,0.04451376
"3036",2467.858,0.494047,0.1108674
"3037",2466.032,0.2934578,0.02857672
"3038",2448.97,0.5989068,0.2134353
"3039",2478.798,0.4744581,0.0959622
"3040",2470.576,0.4049412,0.07000583
"3041",2435.131,0.5225957,0.1621747
"3042",2435.384,0.5154926,0.1570611
"3043",2476.527,0.5334184,0.1372336
"3044",2472.013,0.4937742,0.1068902
"3045",2497.391,0.3513958,0.01733779
"3046",2449.602,0.528409,0.1556531
"3047",2447.701,0.5216494,0.1508044
"3048",2468.78,0.4994256,0.1171526
"3049",2460.78,0.4853251,0.115323
"3050",2458.757,0.428867,0.08866542
"3051",2481.612,0.5413135,0.1328924
"3052",2466.955,0.4363576,0.08522469
"3053",2462.244,0.3931152,0.07031749
"3054",2487.269,0.4473763,0.06683646
"3055",2456.728,0.4995152,0.1208609
"3056",2503.777,0.5567118,0.1197748
"3057",2418.068,0.5143412,0.1722547
"3058",2475.747,0.4066523,0.06062776
"3059",2479.957,0.5077375,0.1124494
"3060",2469.435,0.4982852,0.1121757
"3061",2474.098,0.3543008,0.04208718
"3062",2466.665,0.5734899,0.1661975
"3063",2481.544,0.3987781,0.05718702
"3064",2455.415,0.5782759,0.1836481
"3065",2480.165,0.5372282,0.1348825
"3066",2494.424,0.4565945,0.06898915
"3067",2464.099,0.3849356,0.06331931
"3068",2464.65,0.3255376,0.04259232
"3069",2479.666,0.29924,0.0213457
"3070",2471.892,0.5408671,0.1468831
"3071",2421.488,0.6251411,0.2528206
"3072",2466.329,0.5496498,0.1513007
"3073",2422.774,0.618198,0.2518247
"3074",2484.251,0.2152939,0.001105375
"3075",2476.04,0.4721862,0.0971233
"3076",2467.949,0.5833206,0.1767629
"3077",2489.114,0.5159473,0.1113918
"3078",2455.887,0.5376755,0.1534036
"3079",2508.23,0.4968989,0.07237233
"3080",2421.552,0.675937,0.301021
"3081",2477.955,0.4649628,0.08925772
"3082",2455.314,0.5353792,0.1504691
"3083",2432.854,0.5456848,0.17739
"3084",2456.961,0.5060194,0.1285223
"3085",2443.773,0.5148381,0.142568
"3086",2467.702,0.5012945,0.1157284
"3087",2479.14,0.4810899,0.09600586
"3088",2452.021,0.4685437,0.1146484
"3089",2450.203,0.6189536,0.2200473
"3090",2483.135,0.4988071,0.1091242
"3091",2460.808,0.5791635,0.1814099
"3092",2486.671,0.3112878,0.01448795
"3093",2437.125,0.5816163,0.2020406
"3094",2449.266,0.5020503,0.1379102
"3095",2456.103,0.5005999,0.1257003
"3096",2468.947,0.5060428,0.1249785
"3097",2453.461,0.5119857,0.1356372
"3098",2442.9,0.470607,0.1237732
"3099",2461.674,0.5979255,0.1982903
"3100",2481.877,0.5408909,0.1323315
"3101",2446.59,0.5823923,0.1997674
"3102",2490.959,0.2558719,-0.0007835201
"3103",2474.468,0.5431315,0.13899
"3104",2463.779,0.4941851,0.1218252
"3105",2426.376,0.5464373,0.1850056
"3106",2464.978,0.4667737,0.1057007
"3107",2456.981,0.502543,0.124415
"3108",2473.409,0.5664062,0.1634086
"3109",2458.806,0.5329654,0.1438456
"3110",2475.179,0.5901659,0.1723933
"3111",2468.291,0.5970621,0.1791585
"3112",2486.408,0.4255828,0.0599266
"3113",2460.546,0.4785508,0.1184307
"3114",2442.965,0.6179441,0.2320015
"3115",2486.637,0.448588,0.06810305
"3116",2436.641,0.5522827,0.1791755
"3117",2474.092,0.4609779,0.09232
"3118",2470.408,0.3927692,0.05920468
"3119",2407.865,0.6349335,0.2679544
"3120",2441.322,0.4949875,0.1401532
"3121",2469.555,0.5896307,0.182444
"3122",2474.762,0.4367345,0.07466745
"3123",2495.629,0.3089937,0.009167686
"3124",2474.31,0.5305209,0.1371416
"3125",2454.051,0.4684875,0.1180745
"3126",2454.423,0.4787729,0.1151485
"3127",2441.165,0.5056699,0.145546
"3128",2448.506,0.4929069,0.1309149
"3129",2483.736,0.3941829,0.04938863
"3130",2458.44,0.4751104,0.1039696
"3131",2464.716,0.4598086,0.1018995
"3132",2461.814,0.3940194,0.0675274
"3133",2462.203,0.3847133,0.06313118
"3134",2494.68,0.4005776,0.04385997
"3135",2449.672,0.5599412,0.1722029
"3136",2477.319,0.43955,0.07379845
"3137",2434.566,0.5966781,0.2234416
"3138",2438.652,0.607609,0.229605
"3139",2452.024,0.5974353,0.201033
"3140",2471.714,0.4067191,0.06435808
"3141",2476.207,0.5371616,0.1347955
"3142",2481.855,0.2325289,0.005560437
"3143",2402.464,0.6771595,0.3243583
"3144",2459.337,0.4807349,0.1137648
"3145",2459.876,0.3854133,0.07084395
"3146",2458.681,0.5459571,0.1606077
"3147",2479.612,0.3463744,0.03230994
"3148",2455.418,0.4547171,0.1037099
"3149",2469.061,0.3871489,0.05797983
"3150",2487.037,0.4554365,0.07532618
"3151",2461.033,0.5024516,0.1278672
"3152",2483.946,0.4832372,0.09473136
"3153",2469.872,0.5213649,0.1292197
"3154",2491.369,0.5511485,0.1274256
"3155",2454.043,0.4901936,0.1208192
"3156",2462.653,0.5937443,0.1885449
"3157",2458.845,0.5096347,0.1292697
"3158",2455.211,0.5055899,0.131558
"3159",2474.009,0.4420937,0.08005277
"3160",2489.981,0.4903036,0.09164215
"3161",2455.668,0.6007152,0.1989801
"3162",2419.268,0.6851254,0.31404
"3163",2455.557,0.5382052,0.1575778
"3164",2437.098,0.5023395,0.138245
"3165",2469.997,0.401999,0.06007861
"3166",2467.68,0.5315461,0.1455989
"3167",2475.71,0.5047327,0.1125092
"3168",2459.612,0.4874087,0.1140963
"3169",2485.338,0.4277147,0.05824792
"3170",2458.734,0.4087361,0.07701817
"3171",2444.953,0.4956336,0.1374595
"3172",2466.07,0.5075447,0.1231756
"3173",2477.497,0.5540562,0.1500119
"3174",2490.078,0.3030914,0.005210205
"3175",2483.873,0.389672,0.045409
"3176",2468.189,0.5241546,0.1363063
"3177",2452.264,0.417841,0.08535767
"3178",2468.135,0.4683328,0.1037973
"3179",2438.849,0.5456925,0.1773998
"3180",2462.841,0.5488485,0.1608969
"3181",2450.837,0.5393572,0.1555605
"3182",2436.63,0.5522991,0.1791969
"3183",2478.847,0.3747127,0.04378895
"3184",2440.975,0.6044321,0.2182491
"3185",2404.553,0.4928236,0.1674527
"3186",2491.736,0.4229285,0.05355532
"3187",2489.506,0.5016351,0.1013391
"3188",2470.566,0.262031,0.01367341
"3189",2447.857,0.5627055,0.1862032
"3190",2464.692,0.4407697,0.07871617
"3191",2473.443,0.3422053,0.0401855
"3192",2477.57,0.4874828,0.09959888
"3193",2470.039,0.4302887,0.07564262
"3194",2456.442,0.5237365,0.1393557
"3195",2448.116,0.591675,0.1960032
"3196",2485.208,0.3518068,0.02904021
"3197",2448.362,0.5304348,0.1547157
"3198",2484.868,0.5027376,0.09889854
"3199",2410.042,0.6347092,0.2738119
"3200",2473.323,0.4661352,0.09052611
"3201",2451.374,0.548014,0.1597977
"3202",2464.465,0.4602786,0.09881591
"3203",2472.387,0.5588462,0.1601392
"3204",2452.675,0.4329818,0.09614268
"3205",2466.862,0.4815918,0.1075469
"3206",2465.251,0.4396815,0.08491224
"3207",2479.072,0.4919096,0.10102
"3208",2472.279,0.4717479,0.09297048
"3209",2447.689,0.5116003,0.149068
"3210",2436.308,0.5206406,0.1598238
"3211",2488.175,0.2422719,-0.0005716366
"3212",2484.411,0.2416521,0.006469024
"3213",2472.034,0.464815,0.089098
"3214",2462.808,0.4993763,0.1242728
"3215",2457.791,0.5504914,0.1630657
"3216",2423.752,0.5567501,0.1949658
"3217",2413.916,0.5804659,0.2232734
"3218",2444.224,0.5770897,0.192322
"3219",2503.449,0.3329911,0.007095137
"3220",2422.213,0.571192,0.210762
"3221",2465.325,0.4807564,0.1102152
"3222",2469.384,0.40327,0.06487885
"3223",2437.393,0.6065982,0.2214803
"3224",2445,0.6098535,0.2196598
"3225",2474.016,0.4722299,0.09350121
"3226",2468.203,0.3761093,0.055933
"3227",2431.888,0.6220052,0.2415412
"3228",2471.531,0.4273302,0.07641487
"3229",2449.825,0.5181078,0.1430246
"3230",2435.436,0.5897994,0.2135999
"3231",2447.431,0.5869483,0.1994633
"3232",2496.63,0.3880649,0.02488231
