"","aic","r2","adjr2"
"5409",2439.198,0.6176346,0.2348388
"5410",2433.902,0.6113383,0.2318881
"5411",2482.321,0.5650312,0.1542325
"5412",2472.858,0.5027545,0.1210767
"5413",2454.214,0.479151,0.1155644
"5414",2492.282,0.3672088,0.03007711
"5415",2454.809,0.5551218,0.1657226
"5416",2450.577,0.5100914,0.147291
"5417",2464.938,0.5359857,0.1441404
"5418",2457.553,0.4875126,0.1213288
"5419",2471.784,0.4106832,0.06433572
"5420",2439.436,0.6037981,0.2239669
"5421",2453.745,0.5115054,0.1385774
"5422",2485.129,0.3519855,0.02917962
"5423",2478.767,0.4327998,0.06703837
"5424",2485.576,0.5284514,0.1197782
"5425",2464.095,0.4609724,0.09954669
"5426",2477.855,0.2938936,0.02160142
"5427",2482.822,0.261374,0.009654823
"5428",2469.457,0.4768989,0.1023204
"5429",2443.012,0.6125375,0.227082
"5430",2469.917,0.504376,0.1265771
"5431",2417.022,0.6809945,0.3129342
"5432",2453.392,0.4622866,0.1115529
"5433",2485.066,0.3521268,0.02552745
"5434",2470.833,0.4633279,0.0948236
"5435",2451.993,0.4759254,0.1120277
"5436",2480.323,0.471668,0.08544706
"5437",2482.178,0.3932539,0.04856529
"5438",2456.607,0.4891939,0.1196861
"5439",2478.447,0.5618086,0.1570193
"5440",2453.997,0.5890001,0.1990016
"5441",2472.889,0.4851306,0.1079104
"5442",2467.465,0.5153573,0.1326141
"5443",2430.632,0.5332484,0.1784383
"5444",2450.594,0.4748297,0.1178887
"5445",2470.82,0.4816672,0.1112296
"5446",2444.409,0.5069653,0.1436264
"5447",2482.014,0.4223715,0.06055833
"5448",2484.588,0.3881547,0.04408072
"5449",2483.192,0.5844149,0.1563491
"5450",2423.388,0.5479917,0.1902607
"5451",2445.711,0.5216324,0.1507837
"5452",2480.112,0.4418946,0.07617089
"5453",2472.022,0.336288,0.04307041
"5454",2454.787,0.5703364,0.1863715
"5455",2502.042,0.4901946,0.07218492
"5456",2465.77,0.5080582,0.1237916
"5457",2443.846,0.5113332,0.1418603
"5458",2449.627,0.5217726,0.1509544
"5459",2460.719,0.5331074,0.1475785
"5460",2476.236,0.5371145,0.1347339
"5461",2478.336,0.4257275,0.06752776
"5462",2462.669,0.3879835,0.06590974
"5463",2450.001,0.5211506,0.146729
"5464",2480.026,0.4685347,0.09313201
"5465",2473.608,0.2593557,0.01582782
"5466",2479.038,0.4081108,0.05454984
"5467",2469.751,0.3369132,0.03991514
"5468",2461.233,0.4397178,0.09212529
"5469",2472.122,0.5005675,0.1184958
"5470",2457.385,0.557316,0.1651583
"5471",2473.356,0.3559627,0.0360216
"5472",2426.053,0.5374089,0.1868047
"5473",2484.042,0.4420294,0.06508878
"5474",2447.003,0.6231642,0.2266597
"5475",2453.442,0.4769272,0.1166569
"5476",2450.18,0.5339791,0.1556928
"5477",2468.5,0.417365,0.0741935
"5478",2457.495,0.5478229,0.1630481
"5479",2457.794,0.4347135,0.08720023
"5480",2464.226,0.4299192,0.08253478
"5481",2446.272,0.5886077,0.2085813
"5482",2465.697,0.5149661,0.1356949
"5483",2456.162,0.4300451,0.08979544
"5484",2461.718,0.4800481,0.1094276
"5485",2485.11,0.5357076,0.1292086
"5486",2458.314,0.4257717,0.0857113
"5487",2483.93,0.5145742,0.1134192
"5488",2434.038,0.600202,0.2186791
"5489",2494.094,0.376344,0.0339184
"5490",2460.628,0.5852283,0.1901083
"5491",2473.746,0.4269017,0.07234909
"5492",2484.157,0.4339998,0.06071819
"5493",2459.636,0.4109856,0.075492
"5494",2468.628,0.5133964,0.1193595
"5495",2467.352,0.3907746,0.06110531
"5496",2423.72,0.6325749,0.2611303
"5497",2428.359,0.6418465,0.266237
"5498",2478.173,0.4417768,0.07973246
"5499",2452.672,0.5993217,0.2038378
"5500",2463.719,0.3814667,0.06039591
"5501",2462.209,0.4570005,0.09896748
"5502",2489.019,0.2608691,0.001981787
"5503",2485.121,0.2606066,0.009229032
"5504",2425.815,0.5473212,0.1861289
"5505",2473.96,0.5343362,0.1347799
"5506",2480.817,0.5296925,0.121382
"5507",2431.22,0.5726674,0.2029795
"5508",2458.28,0.4096671,0.07786246
"5509",2457.85,0.3981377,0.0675421
"5510",2466.052,0.6346962,0.2245017
"5511",2475.603,0.3642997,0.03522868
"5512",2430.999,0.5486011,0.184457
"5513",2484.385,0.441365,0.06440684
"5514",2399.873,0.6800501,0.3203892
"5515",2481.369,0.4548086,0.07840567
"5516",2479.213,0.3952827,0.05036582
"5517",2486.03,0.4937439,0.0994429
"5518",2447.539,0.5382343,0.1645196
"5519",2473.048,0.5260356,0.1314509
"5520",2484.059,0.4142024,0.05650306
"5521",2474.591,0.4962675,0.1061272
"5522",2457.388,0.5352601,0.146777
"5523",2442.004,0.6002498,0.2120432
"5524",2493.428,0.4073082,0.04245319
"5525",2475.447,0.3947912,0.05364001
"5526",2488.259,0.2679181,0.002250546
"5527",2425.556,0.5867689,0.2158894
"5528",2458.877,0.5392935,0.1519598
"5529",2448.846,0.5642377,0.1780274
"5530",2488.94,0.2961319,0.01195552
"5531",2460.447,0.4823384,0.1083832
"5532",2480.625,0.3531186,0.03749742
"5533",2441.457,0.5119926,0.1495307
"5534",2458.365,0.4931555,0.1170694
"5535",2490.627,0.3620371,0.02963943
"5536",2457.798,0.5921266,0.1966646
"5537",2422.63,0.6489004,0.2807255
"5538",2466.888,0.365876,0.05121883
"5539",2441.57,0.547705,0.1698119
"5540",2487.676,0.4026632,0.04953959
"5541",2472.298,0.445398,0.08340587
"5542",2435.097,0.5577583,0.179602
"5543",2478.741,0.4889569,0.1012989
"5544",2469.904,0.3938302,0.05647604
"5545",2474.039,0.4458976,0.08391505
"5546",2460.85,0.4887628,0.1156323
"5547",2466.357,0.3714255,0.05929138
"5548",2484.378,0.5304095,0.1223104
"5549",2437.919,0.6348652,0.2485809
"5550",2467.703,0.438802,0.08403572
"5551",2480.88,0.3959823,0.05469595
"5552",2433.807,0.6221112,0.2384217
"5553",2438.864,0.6437003,0.2529709
"5554",2455.729,0.4764049,0.112552
"5555",2456.835,0.4404913,0.09289158
"5556",2473.612,0.5117308,0.1246126
"5557",2460.143,0.4016954,0.07069532
"5558",2474.2,0.4863605,0.1056688
"5559",2484.693,0.383667,0.04393169
"5560",2471.609,0.4467244,0.07740764
"5561",2453.968,0.5008353,0.1295138
"5562",2468.995,0.5358928,0.1440208
"5563",2467.27,0.4772378,0.1063143
"5564",2483.104,0.5484362,0.1387318
"5565",2463.885,0.4761219,0.1050832
"5566",2437.774,0.5442301,0.1788842
"5567",2486.647,0.4211002,0.05933216
"5568",2465.657,0.346272,0.04683977
"5569",2483.62,0.4110181,0.05351032
"5570",2465.569,0.504976,0.1237099
"5571",2469.92,0.5716271,0.1671526
"5572",2440.029,0.6029811,0.2160912
"5573",2464.661,0.5428244,0.1494409
"5574",2460.935,0.5818916,0.178258
"5575",2432.167,0.679724,0.2981868
"5576",2431.205,0.6432786,0.2621172
"5577",2446.432,0.4714674,0.1212393
"5578",2445.209,0.5606478,0.1766173
"5579",2456.129,0.5108523,0.1342792
"5580",2485.726,0.5282059,0.1231925
"5581",2454.1,0.4829614,0.1197729
"5582",2469.385,0.5052907,0.1168448
"5583",2458.99,0.5294106,0.1464425
"5584",2468.488,0.4333487,0.08226788
"5585",2474.3,0.4717097,0.09660074
"5586",2478.196,0.4570252,0.07701738
"5587",2441.47,0.5571844,0.17884
"5588",2471.382,0.5018495,0.1163859
"5589",2454.466,0.456516,0.1125498
"5590",2479.498,0.3645331,0.04283778
"5591",2455.641,0.4655461,0.1043921
"5592",2480.577,0.5461216,0.1356112
"5593",2463.597,0.450576,0.09591458
"5594",2429.107,0.6014924,0.2303976
"5595",2476.424,0.5678866,0.1582517
"5596",2467.244,0.4550457,0.08971245
"5597",2452.507,0.5647495,0.1752589
"5598",2452.951,0.6284288,0.2316055
"5599",2469.871,0.3724842,0.05294887
"5600",2476.806,0.5264338,0.1209197
"5601",2464.376,0.4788584,0.1081075
"5602",2472.871,0.3614965,0.04408073
"5603",2474.605,0.5100445,0.1189283
"5604",2447.127,0.5728059,0.1897756
"5605",2433.511,0.6302824,0.254364
"5606",2487.659,0.3417116,0.02878194
"5607",2480.696,0.4672955,0.09178449
"5608",2455.915,0.4305355,0.09379289
"5609",2451.671,0.4654899,0.1078865
"5610",2411.027,0.5788437,0.2242368
"5611",2448.423,0.5495034,0.168717
"5612",2466.973,0.4082448,0.07299428
"5613",2474.555,0.4049851,0.06278009
"5614",2462.002,0.3500169,0.04966376
"5615",2474.351,0.4966874,0.1102981
"5616",2466.52,0.4488121,0.09052011
"5617",2448.428,0.5526131,0.1762166
"5618",2473.692,0.5282622,0.137877
"5619",2474.172,0.3219633,0.02924726
"5620",2473.778,0.5864503,0.1741499
"5621",2459.156,0.4738031,0.1132608
"5622",2454.864,0.5129973,0.1368518
"5623",2465.531,0.5152447,0.1324771
"5624",2480.013,0.3544915,0.03486782
"5625",2483.667,0.318434,0.01939874
"5626",2459.265,0.5956978,0.1949724
"5627",2403.139,0.6383729,0.2825241
"5628",2435.434,0.5120311,0.1563525
"5629",2484.399,0.2974527,0.01651585
"5630",2462.15,0.4645992,0.09979862
"5631",2467.041,0.5293271,0.1392239
"5632",2467.886,0.571678,0.1672246
"5633",2481.722,0.5149243,0.1101147
"5634",2461.373,0.4276436,0.08393078
"5635",2486.208,0.437818,0.06457052
"5636",2434.304,0.5239647,0.1638261
"5637",2492.599,0.452475,0.06073477
"5638",2446.93,0.5423981,0.1594779
"5639",2487.945,0.4422167,0.06528126
"5640",2469.615,0.4581189,0.09293413
"5641",2490.929,0.5262322,0.1093397
"5642",2446.913,0.5518585,0.1718059
"5643",2437.435,0.5510465,0.1842783
"5644",2477.047,0.5260381,0.131454
"5645",2484.728,0.4818332,0.08938362
"5646",2471.751,0.6450745,0.2241979
"5647",2454.587,0.4331543,0.09630887
"5648",2470.211,0.5498341,0.1479367
"5649",2486.444,0.3353156,0.02026647
"5650",2477.466,0.415407,0.0576412
"5651",2459.724,0.4907575,0.1214594
"5652",2480.256,0.4416158,0.07588816
"5653",2472.661,0.5065327,0.1146769
"5654",2440.392,0.5526687,0.1796792
"5655",2445.466,0.5723018,0.1890796
"5656",2472.926,0.4124345,0.06228089
"5657",2394.22,0.6729206,0.3142356
"5658",2455.578,0.5721362,0.1749851
"5659",2479.732,0.600627,0.1735858
"5660",2463.099,0.5057828,0.1282419
"5661",2478.14,0.4864678,0.09843131
"5662",2473.306,0.4843847,0.09604279
"5663",2467.278,0.3333868,0.04097415
"5664",2453.426,0.606554,0.2146732
"5665",2452.023,0.514416,0.14898
"5666",2482.798,0.4671069,0.08041067
"5667",2458.842,0.4743776,0.1067662
"5668",2470.211,0.5241179,0.1290325
"5669",2464.306,0.6188176,0.2093858
"5670",2440.15,0.553045,0.1767829
"5671",2451.135,0.5324323,0.1537447
"5672",2403.748,0.6426059,0.2830402
"5673",2483.085,0.4515507,0.07121435
"5674",2455.823,0.5147529,0.1389655
"5675",2469.305,0.4197761,0.07645637
"5676",2471.889,0.3767898,0.05649635
"5677",2479.981,0.3455363,0.03167223
"5678",2445.904,0.5344265,0.1562574
"5679",2458.398,0.3581002,0.05941228
"5680",2469.603,0.3944628,0.06068784
"5681",2469.65,0.4504749,0.08860654
"5682",2471.316,0.3992536,0.06127929
"5683",2458.712,0.4960551,0.1239769
"5684",2477.066,0.5092582,0.1105929
"5685",2466.457,0.6159602,0.2048652
"5686",2456.091,0.510917,0.1413659
"5687",2444.301,0.4897364,0.1376861
"5688",2498.799,0.4558869,0.06052904
"5689",2466.841,0.412608,0.06611929
"5690",2480.38,0.4966363,0.1028542
"5691",2470.831,0.5096592,0.1221031
"5692",2458.283,0.6053806,0.1954929
"5693",2470.954,0.3009685,0.0261084
"5694",2484.169,0.4532927,0.07680616
"5695",2461.69,0.4230208,0.07591242
"5696",2448.706,0.6102523,0.2269573
"5697",2462.518,0.5067781,0.1294225
"5698",2476.857,0.3203493,0.0281245
"5699",2470.212,0.4338915,0.08279983
"5700",2463.803,0.5080018,0.1201029
"5701",2463.804,0.5114044,0.1278205
"5702",2500.73,0.3159143,0.006319751
"5703",2467.427,0.423548,0.07277864
"5704",2478.182,0.4863934,0.1057063
"5705",2493.179,0.5191882,0.1079264
"5706",2472.674,0.444673,0.08266809
"5707",2453.936,0.4687008,0.1183004
"5708",2467.87,0.3939025,0.06742574
"5709",2456.559,0.5616376,0.1639589
"5710",2451.344,0.5288314,0.1596064
"5711",2471.094,0.4120926,0.06564093
"5712",2473.115,0.4882926,0.1078748
"5713",2458.12,0.4571692,0.1062365
"5714",2465.304,0.4511339,0.08564302
"5715",2449.034,0.5699674,0.185864
"5716",2495.828,0.4834483,0.0836595
"5717",2482.227,0.4097745,0.05234783
"5718",2483.3,0.2232947,0.001135413
"5719",2465.118,0.4038201,0.07259182
"5720",2454.935,0.4850478,0.1114287
"5721",2447.851,0.5776366,0.1930868
"5722",2458.745,0.5643899,0.1747672
"5723",2451.137,0.5452373,0.1631553
"5724",2459.585,0.5014987,0.1267512
"5725",2444.671,0.5584107,0.1770544
"5726",2471.754,0.5046577,0.123332
"5727",2490.518,0.3578344,0.02626087
"5728",2484.102,0.5531194,0.1376844
"5729",2462.794,0.5489226,0.1574693
"5730",2474.415,0.2925181,0.02437798
"5731",2465.397,0.538462,0.1508881
"5732",2459.246,0.44357,0.09595488
"5733",2485.669,0.3552628,0.02799513
"5734",2426.165,0.6082731,0.2338512
"5735",2481.9,0.4063358,0.05291001
"5736",2475.47,0.3733581,0.05002589
"5737",2456.342,0.4136261,0.0814743
"5738",2454.211,0.482762,0.1265396
"5739",2464.738,0.4854004,0.1118263
"5740",2469.266,0.5322193,0.139309
"5741",2439.075,0.5699059,0.195915
"5742",2476.455,0.533534,0.1373824
"5743",2431.025,0.5326101,0.1743547
"5744",2432.387,0.6239693,0.2412983
"5745",2462.212,0.3973804,0.07046349
"5746",2478.389,0.4053275,0.05571397
"5747",2463.589,0.5151476,0.1251586
"5748",2480.322,0.388719,0.04830627
"5749",2466.851,0.5130181,0.1261769
"5750",2475.04,0.5485371,0.146197
"5751",2468.857,0.579092,0.177779
"5752",2471.981,0.5144883,0.1279685
"5753",2460.114,0.6190716,0.2097887
"5754",2466.186,0.4828067,0.1089083
"5755",2485.266,0.2953344,0.01144467
"5756",2487.045,0.5194114,0.1119882
"5757",2453.183,0.6068858,0.2151735
"5758",2478.452,0.1870021,0.007298668
"5759",2408.938,0.6179806,0.2608555
"5760",2487.023,0.3567063,0.02913835
"5761",2453.666,0.5217069,0.1508744
"5762",2468.565,0.4090814,0.06651855
"5763",2462.928,0.5487128,0.1571917
"5764",2462.693,0.5459383,0.1499576
"5765",2476.944,0.4284973,0.07022238
"5766",2453.857,0.4146118,0.07882228
"5767",2475.983,0.4867483,0.1061108
"5768",2466.656,0.552258,0.1511993
"5769",2487.965,0.4304351,0.06093877
"5770",2425.944,0.5564548,0.1945822
"5771",2447.647,0.5475843,0.1696551
"5772",2446.118,0.5499799,0.1658798
"5773",2458.391,0.5303889,0.1441355
"5774",2510.169,0.5073765,0.07741422
"5775",2420.319,0.5942158,0.2231695
"5776",2454.047,0.5773489,0.1823342
"5777",2457.849,0.5147105,0.1389144
"5778",2452.359,0.5588888,0.1672843
"5779",2470.572,0.3753093,0.05163835
"5780",2452.355,0.6467916,0.2480334
"5781",2420.643,0.6103369,0.2401295
"5782",2478.311,0.409603,0.05965084
"5783",2455.348,0.4984362,0.1267283
"5784",2487.989,0.3545461,0.03118432
"5785",2454.372,0.5464446,0.1647249
"5786",2460.81,0.3616313,0.05145646
"5787",2458.963,0.6044487,0.2011307
"5788",2454.511,0.4749807,0.1145383
"5789",2465.775,0.4941929,0.1182644
"5790",2494.366,0.4135763,0.04453827
"5791",2455.193,0.3995097,0.07941793
"5792",2470.117,0.4756985,0.1082127
"5793",2473.836,0.4577043,0.09249826
"5794",2459.124,0.5022956,0.1276843
"5795",2467.115,0.4702121,0.09861099
"5796",2447.197,0.5727017,0.1896317
"5797",2451.906,0.5440221,0.1684796
"5798",2471.821,0.4941121,0.1035956
"5799",2417.681,0.6451614,0.2778402
"5800",2479.45,0.4154396,0.05767201
"5801",2469.106,0.488308,0.115116
"5802",2469.573,0.3774724,0.05343586
"5803",2453.915,0.4499692,0.1023904
"5804",2470.444,0.4412501,0.08647977
"5805",2486.517,0.4009165,0.0479473
"5806",2445.257,0.4915829,0.1294185
"5807",2470.033,0.5563184,0.1530926
"5808",2487.675,0.5380151,0.1247858
"5809",2480.05,0.5109874,0.1164085
"5810",2463.923,0.511203,0.1311528
"5811",2479.948,0.5077535,0.1161515
"5812",2464.051,0.4222976,0.07883678
"5813",2431.193,0.693831,0.3172579
"5814",2471.207,0.3427434,0.04058623
"5815",2491.671,0.4504343,0.0662438
"5816",2491.888,0.4974957,0.09637271
"5817",2482.514,0.4411146,0.06792362
"5818",2478.411,0.2875971,0.01029462
"5819",2467.625,0.4311074,0.07644265
"5820",2443.922,0.5862428,0.1984526
"5821",2462.214,0.4259704,0.07873085
"5822",2478.528,0.4998634,0.1029617
"5823",2462.354,0.4860853,0.1089921
"5824",2482.674,0.3922076,0.04764037
"5825",2465.822,0.5473096,0.155337
"5826",2476.321,0.3929525,0.04829858
"5827",2470.209,0.4934298,0.1137827
"5828",2467.802,0.5718023,0.1674005
"5829",2416.17,0.5372213,0.1865742
"5830",2466.41,0.4295559,0.08218334
"5831",2472.053,0.5341849,0.1382204
"5832",2474.842,0.3960608,0.05476567
"5833",2447.429,0.6199767,0.2318021
"5834",2462.619,0.3752072,0.05879384
"5835",2455.204,0.5872741,0.1860766
"5836",2485.33,0.4356234,0.06611784
"5837",2445.801,0.5949448,0.2042331
"5838",2500.188,0.4682354,0.0702205
"5839",2456.211,0.4934266,0.1280154
"5840",2457.234,0.4986358,0.1304799
"5841",2451.286,0.5813819,0.1915209
"5842",2470.477,0.5854454,0.1798617
"5843",2447.875,0.4975175,0.1291907
"5844",2459.742,0.5215813,0.1402366
"5845",2455.333,0.6174563,0.2177066
"5846",2465.864,0.5312466,0.1416583
"5847",2470.925,0.5610802,0.1560118
"5848",2486.792,0.4167729,0.05518649
"5849",2468.408,0.362522,0.04854265
"5850",2495.4,0.5018184,0.09397813
"5851",2485.597,0.3817284,0.04226817
"5852",2478.096,0.4419252,0.07249189
"5853",2469.765,0.3983163,0.06769972
"5854",2444.014,0.5211299,0.1536131
"5855",2460.579,0.3752942,0.06244386
"5856",2457.831,0.4614666,0.107182
"5857",2460.746,0.5199113,0.1417145
"5858",2482.323,0.3168804,0.02204007
"5859",2455.037,0.4283108,0.08457106
"5860",2461.84,0.5312863,0.1452701
"5861",2464.334,0.5036586,0.122147
"5862",2433.802,0.5864164,0.2088015
"5863",2479.063,0.4629002,0.0907153
"5864",2433.201,0.5482844,0.1807213
"5865",2462.475,0.4677046,0.1031222
"5866",2471.742,0.2842968,0.01931854
"5867",2468.423,0.4052571,0.07029051
"5868",2450.03,0.6057281,0.2065597
"5869",2457.503,0.5186464,0.1366308
"5870",2443.537,0.6574417,0.2659905
"5871",2435.974,0.6030579,0.2261688
"5872",2473.131,0.4846978,0.1074206
"5873",2444.768,0.5131589,0.1440336
"5874",2462.351,0.4176647,0.08519452
"5875",2477.345,0.3907888,0.05011507
"5876",2501.861,0.3458081,0.005198392
"5877",2447.828,0.5504328,0.1733644
"5878",2461.75,0.6475324,0.2424482
"5879",2408.245,0.6344511,0.2703216
"5880",2463.65,0.4729,0.1015446
"5881",2485.917,0.4537715,0.07731075
"5882",2471.117,0.3697645,0.05072908
"5883",2438.875,0.4992593,0.1449904
"5884",2472.225,0.4338674,0.07181332
"5885",2467.692,0.4872668,0.1139356
"5886",2468.534,0.4526001,0.09080094
"5887",2461.587,0.5049451,0.1343168
"5888",2416.324,0.6861565,0.3189358
"5889",2497.959,0.4264789,0.04553159
"5890",2458.986,0.4244303,0.08086131
"5891",2473.273,0.4985674,0.112508
"5892",2459.657,0.5116538,0.1316951
"5893",2461.158,0.5091015,0.1286307
"5894",2453.854,0.4940528,0.1287281
"5895",2444.159,0.4260806,0.09655126
"5896",2454.507,0.5555874,0.1592814
"5897",2465.463,0.4154132,0.07237132
"5898",2487.841,0.4539142,0.0774613
"5899",2472.511,0.3797635,0.05170357
"5900",2444.126,0.6110361,0.2248094
"5901",2470.886,0.3658804,0.05122234
"5902",2466.758,0.5489788,0.1504042
"5903",2491.227,0.4035946,0.04662313
"5904",2444.682,0.5166725,0.1516726
"5905",2437.307,0.5695599,0.1887128
"5906",2495.725,0.43876,0.04629826
"5907",2460.184,0.5004594,0.1290766
"5908",2472.868,0.3875597,0.05833252
"5909",2459.631,0.5150777,0.1393574
"5910",2478.048,0.3764445,0.04523608
"5911",2439.187,0.5545373,0.1854747
"5912",2457.293,0.5418201,0.1481274
"5913",2455.909,0.6031469,0.2061157
"5914",2466.576,0.3753008,0.05526497
"5915",2458.375,0.536891,0.1559021
"5916",2471.744,0.5081017,0.1238438
"5917",2447.223,0.4663215,0.1122916
"5918",2464.923,0.4886329,0.1154847
"5919",2463.689,0.4388294,0.08406305
"5920",2467.414,0.5479506,0.1526232
"5921",2436.986,0.5875866,0.2104581
"5922",2466.957,0.281273,0.02474486
"5923",2474.693,0.4560869,0.0797586
"5924",2491.81,0.3459254,0.02071189
"5925",2480.494,0.3883535,0.04798786
"5926",2477.478,0.4353321,0.07326903
"5927",2439.333,0.5480775,0.1770969
"5928",2472.332,0.5239175,0.1324104
"5929",2469.416,0.360285,0.05039589
"5930",2475.17,0.5901786,0.1724124
"5931",2456.178,0.5467499,0.1581359
"5932",2462.804,0.6208004,0.2090038
"5933",2465.658,0.4801565,0.1095481
"5934",2460.967,0.4920939,0.1229793
"5935",2487.975,0.1769961,-0.01094171
"5936",2461.84,0.5441269,0.1511482
"5937",2452.143,0.5209142,0.1464404
"5938",2460.422,0.4965639,0.1245636
"5939",2458.438,0.549479,0.1582063
"5940",2460.799,0.5028565,0.1247843
"5941",2513.057,0.5608795,0.1139014
"5942",2437.607,0.6275812,0.2469147
"5943",2504.591,0.5765508,0.1408158
"5944",2458.12,0.5772427,0.1821839
"5945",2490.468,0.3398611,0.01608566
"5946",2450.268,0.6517685,0.2496283
"5947",2421.225,0.6578129,0.2827754
"5948",2488.1,0.4141181,0.05266427
"5949",2463.043,0.5485325,0.1498086
"5950",2463.082,0.502367,0.1206185
"5951",2490.645,0.4251114,0.05188125
"5952",2465.452,0.4695918,0.1015591
"5953",2472.268,0.5207068,0.1320163
"5954",2463.637,0.6062651,0.2003919
"5955",2430.965,0.6335369,0.2464601
"5956",2456.111,0.5859719,0.1876949
"5957",2473.282,0.5122889,0.1216608
"5958",2458.795,0.440568,0.09296761
"5959",2484.182,0.5404035,0.1279585
"5960",2462.73,0.4854143,0.111842
"5961",2432.453,0.5335381,0.1721704
"5962",2430.561,0.5795243,0.2123491
"5963",2461.459,0.4113468,0.07939065
"5964",2445.99,0.5007967,0.1364612
"5965",2477.296,0.5189932,0.1226133
"5966",2450.844,0.5027789,0.1387541
"5967",2440.415,0.5035198,0.146469
"5968",2438.948,0.4921276,0.1334996
"5969",2441.201,0.55141,0.1814066
"5970",2476.173,0.6082623,0.1963783
"5971",2474.53,0.5301608,0.1293975
"5972",2476.906,0.4518924,0.07906183
"5973",2468.224,0.4179215,0.07108606
"5974",2466.357,0.4824986,0.1085627
"5975",2499.878,0.3854088,0.02252388
"5976",2481.327,0.4949791,0.1008972
"5977",2483.048,0.4954669,0.09772877
"5978",2411.196,0.6095886,0.2516543
"5979",2458.1,0.4793584,0.1157926
"5980",2480.603,0.5823742,0.1753863
"5981",2435.876,0.6594114,0.2758675
"5982",2415.103,0.6603244,0.2962614
"5983",2454.021,0.5211176,0.1431915
"5984",2459.408,0.5812053,0.1878141
"5985",2443.612,0.5952107,0.208022
"5986",2465.199,0.4952037,0.115837
"5987",2476.311,0.4789757,0.09731787
"5988",2458.407,0.5495282,0.1582715
"5989",2462.78,0.4888863,0.1121781
"5990",2477.221,0.4512921,0.07843444
"5991",2478.191,0.4456048,0.07995102
"5992",2496.016,0.4972729,0.09230865
"5993",2438.366,0.5798086,0.1995088
"5994",2426.463,0.6023828,0.2316901
"5995",2481.045,0.3007494,0.01864365
"5996",2485.817,0.4614928,0.07805712
"5997",2459.541,0.560141,0.1724728
"5998",2486.74,0.4781992,0.09274415
"5999",2402.04,0.6592185,0.2974949
"6000",2474.378,0.4752235,0.09312378
"6001",2469.173,0.4881888,0.107756
"6002",2469.343,0.364874,0.05041668
"6003",2476.863,0.4557665,0.07941914
"6004",2433.392,0.5542197,0.1850605
"6005",2432.275,0.5620694,0.1986515
"6006",2452.043,0.4794605,0.1229216
"6007",2462.149,0.3630936,0.05261293
"6008",2456.168,0.4016432,0.06704674
"6009",2468.543,0.549316,0.1508546
"6010",2498.06,0.2266299,-0.008368023
"6011",2454.957,0.5760121,0.1839307
"6012",2476.822,0.3156947,0.02122468
"6013",2468.623,0.5428848,0.1423125
"6014",2454.346,0.5589091,0.1708104
"6015",2501.55,0.3373759,0.01037766
"6016",2451.245,0.4986164,0.1304575
"6017",2453.442,0.5869327,0.1925693
"6018",2467.882,0.5596199,0.1539959
"6019",2468.597,0.3923702,0.05519419
"6020",2476.653,0.3922514,0.05139906
"6021",2495.611,0.4069315,0.03825408
"6022",2485.072,0.2292776,0.00032015
"6023",2485.804,0.4726195,0.08274471
"6024",2436.253,0.5590513,0.1847046
"6025",2482.586,0.4711839,0.08114447
"6026",2461.782,0.5505047,0.1595668
"6027",2479.477,0.4947162,0.1005874
"6028",2474.684,0.4446538,0.0752802
"6029",2480.903,0.4205866,0.06257266
"6030",2485.887,0.3896432,0.04538375
"6031",2479.696,0.5149683,0.117616
"6032",2442.794,0.5673306,0.1890624
"6033",2476.521,0.5677406,0.1580456
"6034",2471.061,0.5126641,0.1221188
"6035",2481.486,0.3733243,0.03515425
"6036",2480.854,0.4779938,0.08877858
"6037",2482.131,0.3542266,0.03093338
"6038",2461.696,0.5719612,0.1782514
"6039",2453.664,0.5837335,0.1914263
"6040",2461.53,0.5570926,0.1683659
"6041",2470.075,0.4794034,0.1051033
"6042",2458.94,0.48145,0.1145578
"6043",2468.919,0.4814889,0.1038035
"6044",2468.324,0.4491861,0.09090265
"6045",2420.765,0.6511669,0.2749705
"6046",2497.838,0.5045126,0.08957857
"6047",2454.946,0.4479963,0.1003964
"6048",2472.741,0.4672125,0.09535698
"6049",2471.071,0.4919105,0.1083897
"6050",2464.778,0.4168009,0.07727039
"6051",2477.183,0.3518638,0.03281899
"6052",2471.462,0.4695736,0.09791666
"6053",2469.211,0.4737037,0.1060298
"6054",2430.31,0.5369964,0.1797622
"6055",2461.213,0.4239756,0.08042882
"6056",2448.821,0.5361737,0.1584667
"6057",2457.666,0.5749674,0.1859263
"6058",2498.205,0.3124023,0.003883948
"6059",2463.963,0.5178773,0.1356893
"6060",2440.611,0.5645932,0.185357
"6061",2465.053,0.5058619,0.1247632
"6062",2471.556,0.4767186,0.09847078
"6063",2460.326,0.6134594,0.2044774
"6064",2480.171,0.5339941,0.1343373
"6065",2464.79,0.5329921,0.1402977
"6066",2461.5,0.4545621,0.09643597
"6067",2439.78,0.5718362,0.1918328
"6068",2458.241,0.5240682,0.1433079
"6069",2509.204,0.3651809,0.00905772
"6070",2458.485,0.5462662,0.153961
"6071",2430.986,0.5818178,0.2122528
"6072",2463.69,0.4067688,0.06804386
"6073",2454.391,0.6052337,0.2023261
"6074",2494.01,0.534254,0.1160244
"6075",2470.766,0.4817644,0.1077402
"6076",2459.247,0.5157239,0.1330605
"6077",2471.87,0.3724882,0.04194002
"6078",2466.903,0.481518,0.1074644
